title,apple_title,price,apple_price,rating,apple_ratings,apple_reviews,description,discount
"Apple iPhone SE (White, 256 GB) (Includes EarPods, Power Adapter)",Apple iPhone SE ,"₹54,900","54,900","1,54,645 Ratings & 12,015 Reviews","1,54,645 ","�12,015 ","256 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold SeparatelyBrand Warranty for 1 Year",N/A
"Apple iPhone 11 Pro Max (Gold, 256 GB)",Apple iPhone 11 Pro Max ,"₹1,31,900","1,31,900","1,102 Ratings & 99 Reviews","1,102 ",�99 ,256 GB ROM16.51 cm (6.5 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year,N/A
"Apple iPhone 12 Pro Max (Silver, 256 GB)",Apple iPhone 12 Pro Max ,"₹1,29,900","1,29,900","1,272 Ratings & 101 Reviews","1,272 ",�101 ,"256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode PortraitsBrand Warranty for 1 Year",N/A
"Apple iPhone 13 Pro Max (Gold, 128 GB)",Apple iPhone 13 Pro Max ,"₹1,29,900","1,29,900","2,076 Ratings & 195 Reviews","2,076 ",�195 ,128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,N/A
"Apple iPhone 14 Pro (Gold, 256 GB)",Apple iPhone 14 Pro ,"₹1,29,900","1,29,900","2,188 Ratings & 153 Reviews","2,188 ",�153 ,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",N/A
"Apple iPhone XR ((PRODUCT)RED, 256 GB) (Includes EarPods, Power Adapter)",Apple iPhone XR ,"₹91,900","91,900","1,00,904 Ratings & 8,489 Reviews","1,00,904 ","�8,489 ",256 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorBrand Warranty of 1 Year,N/A
"Apple iPhone XR (Blue, 128 GB) (Includes EarPods, Power Adapter)",Apple iPhone XR ,"₹52,900","52,900","1,00,904 Ratings & 8,489 Reviews","1,00,904 ","�8,489 ",128 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 CompatibleBrand Warranty of 1 Year,N/A
"Apple iPhone 16 (Pink, 128 GB)",Apple iPhone 16 ,"₹79,900","79,900","1,132 Ratings & 29 Reviews","1,132 ",�29 ,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",N/A
"Apple iPhone XR (White, 256 GB) (Includes EarPods, Power Adapter)",Apple iPhone XR ,"₹91,900","91,900","1,00,904 Ratings & 8,489 Reviews","1,00,904 ","�8,489 ",256 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorBrand Warranty of 1 Year,N/A
"Apple iPhone 12 Pro (Silver, 256 GB)",Apple iPhone 12 Pro ,"₹1,19,900","1,19,900","1,339 Ratings & 99 Reviews","1,339 ",�99 ,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode PortraitsBrand Warranty for 1 Year",N/A
"Apple iPhone 13 Pro (Alpine Green, 1 TB)",Apple iPhone 13 Pro ,"₹1,69,900","1,69,900","1,605 Ratings & 127 Reviews","1,605 ",�127 ,1 TB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,N/A
"Apple iPhone 13 Pro (Graphite, 1 TB)",Apple iPhone 13 Pro ,"₹1,69,900","1,69,900","1,605 Ratings & 127 Reviews","1,605 ",�127 ,1 TB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,N/A
"Apple iPhone 13 Pro (Gold, 1 TB)",Apple iPhone 13 Pro ,"₹1,69,900","1,69,900","1,605 Ratings & 127 Reviews","1,605 ",�127 ,1 TB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,N/A
"Apple iPhone 13 Pro Max (Sierra Blue, 512 GB)",Apple iPhone 13 Pro Max ,"₹1,59,900","1,59,900","2,076 Ratings & 195 Reviews","2,076 ",�195 ,512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,N/A
"Apple iPhone SE 3rd Gen (Product (Red), 128 GB)",Apple iPhone SE 3rd Gen ,"₹52,600","52,600","1,407 Ratings & 138 Reviews","1,407 ",�138 ,"128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA15 Bionic Chip, 6 Core Processor ProcessorBrand Warranty of 1 Year",N/A
"Apple iPhone 6s (Rose Gold, 32 GB)",Apple iPhone 6s ,"₹29,900","29,900","92,975 Ratings & 9,180 Reviews","92,975 ","�9,180 ",32 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraApple A9 64-bit processor and M9 Motion Co-processorBrand Warranty of 1 Year,N/A
"Apple iPhone 13 mini (Midnight, 512 GB)",Apple iPhone 13 mini ,"₹94,900","94,900","3,835 Ratings & 328 Reviews","3,835 ",�328 ,512 GB ROM13.72 cm (5.4 inch) Super Retina XDR Display12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,N/A
"Apple iPhone 13 Pro Max (Sierra Blue, 256 GB)",Apple iPhone 13 Pro Max ,"₹1,39,900","1,39,900","2,076 Ratings & 195 Reviews","2,076 ",�195 ,256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,N/A
"Apple iPhone 15 (Yellow, 256 GB)",Apple iPhone 15 ,"₹67,999","67,999","1,61,542 Ratings & 5,245 Reviews","1,61,542 ","�5,245 ","256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",14% off
"Apple iPhone SE (Red, 128 GB)",Apple iPhone SE ,"₹44,900","44,900","1,54,645 Ratings & 12,015 Reviews","1,54,645 ","�12,015 ","128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA13 Bionic Chip with 3rd Gen Neural Engine ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Fast Charge CapableWireless charging (Works with Qi Chargers | Qi Chargers are Sold SeparatelyBrand Warranty of 1 Year",N/A
"Apple iPhone 6 Plus (Silver, 16 GB)",Apple iPhone 6 Plus ,"₹40,999","40,999","1,674 Ratings & 197 Reviews","1,674 ",�197 ,16 GB ROM13.97 cm (5.5 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraApple A8 64-bit processor and M8 Motion Co-processor1 Year for Mobile & 6 Months for Accessories,33% off
"Apple iPhone 8 (Gold, 64 GB)",Apple iPhone 8 ,"₹39,900","39,900","11,369 Ratings & 801 Reviews","11,369 ",�801 ,"64 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessoriOS 13 CompatibleBrand Warranty of 1 Year",N/A
"Apple iPhone 6s (Space Grey, 32 GB)",Apple iPhone 6s ,"₹29,990","29,990","92,975 Ratings & 9,180 Reviews","92,975 ","�9,180 ",32 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraApple A9 64-bit processor and Embedded M9 Motion Co-processorBrand Warranty of 1 Year,N/A
"Apple iPhone 7 Plus (Black, 128 GB)",Apple iPhone 7 Plus ,"₹42,900","42,900","29,770 Ratings & 2,978 Reviews","29,770 ","�2,978 ",128 GB ROM13.94 cm (5.488 inch) Retina HD Display12MP + 12MP | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year,N/A
"Apple iPhone 14 Pro (Gold, 1 TB)",Apple iPhone 14 Pro ,"₹1,69,900","1,69,900","2,188 Ratings & 153 Reviews","2,188 ",�153 ,"1 TB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",N/A
"Apple iPhone 14 Pro (Deep Purple, 1 TB)",Apple iPhone 14 Pro ,"₹1,69,900","1,69,900","2,188 Ratings & 153 Reviews","2,188 ",�153 ,"1 TB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",N/A
"Apple iPhone 14 Pro Max (Silver, 512 GB)",Apple iPhone 14 Pro Max ,"₹1,64,900","1,64,900","2,399 Ratings & 170 Reviews","2,399 ",�170 ,"512 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",N/A
"Apple iPhone 6s Plus (Rose Gold, 16 GB)",Apple iPhone 6s Plus ,"₹49,999","49,999","18,799 Ratings & 2,359 Reviews","18,799 ","�2,359 ",16 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year,30% off
"Apple iPhone 6s Plus (Gold, 16 GB)",Apple iPhone 6s Plus ,"₹49,999","49,999","18,799 Ratings & 2,359 Reviews","18,799 ","�2,359 ",16 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year,30% off
"Apple iPhone 16 Pro (Black Titanium, 128 GB)",Apple iPhone 16 Pro ,"₹1,19,900","1,19,900",175 Ratings & 7 Reviews,175 ,�7 ,"128 GB ROM16.0 cm (6.3 inch) Super Retina XDR Display48MP + 48MP + 12MP | 12MP Front CameraA18 Pro Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",N/A
"Apple iPhone 6s Plus (Silver, 16 GB)",Apple iPhone 6s Plus ,"₹49,999","49,999","18,799 Ratings & 2,359 Reviews","18,799 ","�2,359 ",16 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraApple A9 64-bit processor and Embedded M9 Motion Co-processorBrand Warranty of 1 Year,30% off
"Apple iPhone 8 Plus (PRODUCT)RED (Red, 64 GB)",Apple iPhone 8 Plus ,"₹49,900","49,900",267 Ratings & 23 Reviews,267 ,�23 ,"64 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP + 12MP | 7MP Front CameraA11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor ProcessorBrand Warranty of 1 Year",34% off
"Apple iPhone 13 Pro Max (Silver, 256 GB)",Apple iPhone 13 Pro Max ,"₹1,39,900","1,39,900","2,076 Ratings & 195 Reviews","2,076 ",�195 ,256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,N/A
"Apple iPhone 13 Pro Max (Alpine Green, 256 GB)",Apple iPhone 13 Pro Max ,"₹1,39,900","1,39,900","2,076 Ratings & 195 Reviews","2,076 ",�195 ,256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,N/A
"Apple iPhone 12 Pro (Silver, 512 GB)",Apple iPhone 12 Pro ,"₹1,39,900","1,39,900","1,339 Ratings & 99 Reviews","1,339 ",�99 ,"512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode PortraitsBrand Warranty for 1 Year",N/A
"Apple iPhone 7 (Jet Black, 128 GB)",Apple iPhone 7 ,"₹34,900","34,900","95,035 Ratings & 9,140 Reviews","95,035 ","�9,140 ",128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year,N/A
"Apple iPhone 7 (Silver, 32 GB)",Apple iPhone 7 ,"₹31,500","31,500","95,035 Ratings & 9,140 Reviews","95,035 ","�9,140 ",32 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processoriOS 13 CompatibleBrand Warranty of 1 Year,N/A
"Apple iPhone 11 Pro (Space Grey, 256 GB)",Apple iPhone 11 Pro ,"₹1,21,300","1,21,300","8,692 Ratings & 623 Reviews","8,692 ",�623 ,256 GB ROM14.73 cm (5.8 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA13 Bionic Chip ProcessorBrand Warranty for 1 Year,N/A
"Apple iPhone XR (Black, 64 GB)",Apple iPhone XR ,"₹47,900","47,900","1,00,904 Ratings & 8,489 Reviews","1,00,904 ","�8,489 ","64 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Face ID for Secure AuthenticationFast-charge CapableBrand Warranty of 1 Year",N/A
"Apple iPhone 6 (Silver, 128 GB)",Apple iPhone 6 ,"₹71,500","71,500","1,45,317 Ratings & 16,120 Reviews","1,45,317 ","�16,120 ",128 GB ROM11.94 cm (4.7 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraA8 Chip with 64-bit Architecture and M8 Motion Co-processor1 Year Manufacturer Warranty,N/A
"Apple iPhone 16 Plus (Teal, 128 GB)",Apple iPhone 16 Plus ,"₹89,900","89,900",272 Ratings & 23 Reviews,272 ,�23 ,"128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",N/A
"Apple iPhone 6 (Grey, 128 GB)",Apple iPhone 6 ,"₹71,500","71,500","1,45,317 Ratings & 16,120 Reviews","1,45,317 ","�16,120 ",128 GB ROM11.94 cm (4.7 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraApple A8 64-bit processor and M8 Motion Co-processor1 Year Manufacturer Warranty,N/A
"Apple iPhone XS (Silver, 256 GB)",Apple iPhone XS ,"₹1,03,900","1,03,900","11,936 Ratings & 865 Reviews","11,936 ",�865 ,256 GB ROM14.73 cm (5.8 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip Processor1 Year Limited Warranty for Products and Accessories,N/A
"Apple iPhone 7 Plus (Rose Gold, 32 GB)",Apple iPhone 7 Plus ,"₹37,900","37,900","29,770 Ratings & 2,978 Reviews","29,770 ","�2,978 ",32 GB ROM13.94 cm (5.488 inch) Retina HD Display12MP + 12MP | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processoriOS 13 CompatibleBrand Warranty of 1 Year,N/A
"Apple iPhone 7 Plus (PRODUCT) (Red, 256 GB)",Apple iPhone 7 Plus ,"₹85,400","85,400",3 Ratings & 3 Reviews,3 ,�3 ,256 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraA10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processorBrand Warranty of 1 Year,7% off
"Apple iPhone 7 (Rose Gold, 32 GB)",Apple iPhone 7 ,"₹31,500","31,500","95,035 Ratings & 9,140 Reviews","95,035 ","�9,140 ",32 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processoriOS 13 CompatibleBrand Warranty of 1 Year,N/A
"Apple iPhone 7 (Gold, 32 GB)",Apple iPhone 7 ,"₹31,500","31,500","95,035 Ratings & 9,140 Reviews","95,035 ","�9,140 ",32 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processoriOS 13 CompatibleBrand Warranty of 1 Year,N/A
"Apple iPhone 6s Plus (Gold, 128 GB)",Apple iPhone 6s Plus ,"₹92,000","92,000","18,799 Ratings & 2,359 Reviews","18,799 ","�2,359 ",128 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraA9 Chip with 64-bit Architecture and M9 Motion Co-processorBrand Warranty of 1 Year,N/A
"Apple iPhone XR (Yellow, 128 GB)",Apple iPhone XR ,"₹52,900","52,900","1,00,904 Ratings & 8,489 Reviews","1,00,904 ","�8,489 ","128 GB ROM15.49 cm (6.1 inch) Display12MP Rear Camera | 7MP Front CameraA12 Bionic Chip ProcessorWater and Dust Resistant (1 meter for Upto 30 minutes, IP67)Face ID for Secure AuthenticationFast-charge CapableBrand Warranty of 1 Year",N/A
"Apple iPhone 7 Plus (Black, 32 GB)",Apple iPhone 7 Plus ,"₹37,900","37,900","29,770 Ratings & 2,978 Reviews","29,770 ","�2,978 ",32 GB ROM13.94 cm (5.488 inch) Retina HD Display12MP + 12MP | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processoriOS 13 CompatibleBrand Warranty of 1 Year,N/A
"Apple iPhone 7 (Red, 128 GB)",Apple iPhone 7 ,"₹34,900","34,900","95,035 Ratings & 9,140 Reviews","95,035 ","�9,140 ",128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year,N/A
"Apple iPhone 15 (Black, 512 GB)",Apple iPhone 15 ,"₹87,999","87,999","1,61,542 Ratings & 5,245 Reviews","1,61,542 ","�5,245 ","512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",11% off
"Apple iPhone 14 Pro Max (Deep Purple, 1 TB)",Apple iPhone 14 Pro Max ,"₹1,84,900","1,84,900","2,399 Ratings & 170 Reviews","2,399 ",�170 ,"1 TB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",N/A
"Apple iPhone 13 Pro (Silver, 1 TB)",Apple iPhone 13 Pro ,"₹1,69,900","1,69,900","1,605 Ratings & 127 Reviews","1,605 ",�127 ,1 TB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,N/A
"Apple iPhone 13 Pro (Sierra Blue, 1 TB)",Apple iPhone 13 Pro ,"₹1,69,900","1,69,900","1,605 Ratings & 127 Reviews","1,605 ",�127 ,1 TB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,N/A
"Apple iPhone 7 (Silver, 128 GB)",Apple iPhone 7 ,"₹34,900","34,900","95,035 Ratings & 9,140 Reviews","95,035 ","�9,140 ",128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year,N/A
"Apple iPhone 7 (Black, 128 GB)",Apple iPhone 7 ,"₹34,900","34,900","95,035 Ratings & 9,140 Reviews","95,035 ","�9,140 ",128 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processorBrand Warranty of 1 Year,N/A
"Apple iPhone 13 Pro (Alpine Green, 512 GB)",Apple iPhone 13 Pro ,"₹1,49,900","1,49,900","1,605 Ratings & 127 Reviews","1,605 ",�127 ,512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,N/A
"Apple iPhone 7 (Black, 32 GB)",Apple iPhone 7 ,"₹31,500","31,500","95,035 Ratings & 9,140 Reviews","95,035 ","�9,140 ",32 GB ROM11.94 cm (4.7 inch) Retina HD Display12MP Rear Camera | 7MP Front CameraApple A10 Fusion 64-bit processor and Embedded M10 Motion Co-processoriOS 13 CompatibleBrand Warranty of 1 Year,N/A
"Apple iPhone XS Max (Gold, 512 GB)",Apple iPhone XS Max ,"₹1,44,900","1,44,900","1,451 Ratings & 146 Reviews","1,451 ",�146 ,512 GB ROM16.51 cm (6.5 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip Processor1 Year Limited Warranty for Products and Accessories,N/A
"Apple iPhone 13 Pro Max (Gold, 256 GB)",Apple iPhone 13 Pro Max ,"₹1,39,900","1,39,900","2,076 Ratings & 195 Reviews","2,076 ",�195 ,256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,N/A
"Apple iPhone 14 Pro Max (Space Black, 256 GB)",Apple iPhone 14 Pro Max ,"₹1,44,900","1,44,900","2,399 Ratings & 170 Reviews","2,399 ",�170 ,"256 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",N/A
"Apple iPhone 15 (Green, 128 GB)",Apple iPhone 15 ,"₹57,999","57,999","1,61,542 Ratings & 5,245 Reviews","1,61,542 ","�5,245 ","128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",17% off
"Apple iPhone 16 Plus (White, 128 GB)",Apple iPhone 16 Plus ,"₹89,900","89,900",272 Ratings & 23 Reviews,272 ,�23 ,"128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display48MP + 12MP | 12MP Front CameraA18 Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",N/A
"Apple iPhone 12 Pro (Pacific Blue, 512 GB)",Apple iPhone 12 Pro ,"₹1,39,900","1,39,900","1,339 Ratings & 99 Reviews","1,339 ",�99 ,"512 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode PortraitsBrand Warranty for 1 Year",N/A
"Apple iPhone 13 Pro (Silver, 256 GB)",Apple iPhone 13 Pro ,"₹1,29,900","1,29,900","1,605 Ratings & 127 Reviews","1,605 ",�127 ,256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,N/A
"Apple iPhone 13 Pro Max (Sierra Blue, 128 GB)",Apple iPhone 13 Pro Max ,"₹1,29,900","1,29,900","2,076 Ratings & 195 Reviews","2,076 ",�195 ,128 GB ROM17.02 cm (6.7 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA15 Bionic Chip ProcessorBrand Warranty for 1 Year,N/A
"Apple iPhone XS Max (Space Grey, 256 GB)",Apple iPhone XS Max ,"₹1,24,900","1,24,900","1,451 Ratings & 146 Reviews","1,451 ",�146 ,256 GB ROM16.51 cm (6.5 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 Year Limited Warranty for Products and Accessories,N/A
"Apple iPhone XS Max (Silver, 256 GB)",Apple iPhone XS Max ,"₹1,24,900","1,24,900","1,451 Ratings & 146 Reviews","1,451 ",�146 ,256 GB ROM16.51 cm (6.5 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip ProcessoriOS 13 Compatible1 Year Limited Warranty for Products and Accessories,N/A
"Apple iPhone 6 (Space Grey, 32 GB)",Apple iPhone 6 ,"₹30,780","30,780","1,45,317 Ratings & 16,120 Reviews","1,45,317 ","�16,120 ",32 GB ROM11.94 cm (4.7 inch) Retina HD Display8MP Rear Camera | 1.2MP Front CameraApple A8 64-bit processor and M8 Motion Co-processorBrand Warranty of 1 Year,3% off
"Apple iPhone 12 Pro (Pacific Blue, 256 GB)",Apple iPhone 12 Pro ,"₹1,19,900","1,19,900","1,339 Ratings & 99 Reviews","1,339 ",�99 ,"256 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display12MP + 12MP + 12MP | 12MP Front CameraA14 Bionic Chip with Next Generation Neural Engine ProcessorCeramic Shield | Industry-leading IP68 Water ResistanceAll Screen OLED DisplayLiDAR Scanner for Improved AR Experiences, Night Mode PortraitsBrand Warranty for 1 Year",N/A
"Apple iPhone 14 Pro (Silver, 128 GB)",Apple iPhone 14 Pro ,"₹1,19,900","1,19,900","2,188 Ratings & 153 Reviews","2,188 ",�153 ,"128 GB ROM15.49 cm (6.1 inch) Super Retina XDR Display48MP + 12MP + 12MP | 12MP Front CameraA16 Bionic Chip, 6 Core Processor Processor1 Year Warranty for Phone and 6 Months Warranty for In-Box Accessories",N/A
"Apple iPhone 6s Plus (Space Grey, 32 GB)",Apple iPhone 6s Plus ,"₹34,900","34,900","18,799 Ratings & 2,359 Reviews","18,799 ","�2,359 ",32 GB ROM13.97 cm (5.5 inch) Retina HD Display12MP Rear Camera | 5MP Front CameraApple A9 64-bit processor and Embedded M9 Motion Co-processorBrand Warranty of 1 Year,N/A
"Apple iPhone XS (Gold, 256 GB)",Apple iPhone XS ,"₹1,03,900","1,03,900","11,936 Ratings & 865 Reviews","11,936 ",�865 ,256 GB ROM14.73 cm (5.8 inch) Super Retina HD Display12MP + 12MP | 7MP Front CameraA12 Bionic Chip Processor1 Year Limited Warranty for Products and Accessories,N/A
